"Total energy expenditures in the industrial sector, million dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,898.0,952.4,979.7,"1,142.0","1,860.0","1,919.8","2,171.7","2,428.2","2,487.5","2,947.8","3,170.6","3,602.7","3,426.8","3,122.1","3,299.8","3,168.5","2,634.1","2,653.4","2,690.8","2,884.1","3,123.5","3,230.7","3,482.7","3,526.5","3,582.5","3,188.6","3,337.9","3,157.7","2,675.8","2,372.0","2,936.0","2,926.7","2,622.0","3,126.7","3,220.0","3,986.2","3,907.3","4,344.1","4,222.3","3,266.8","3,579.1","3,655.5","3,399.7","3,723.2","3,753.4","3,277.8","2,834.8","3,075.9","3,420.1","3,282.3","2,883.3","3,540.8","4,502.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,"1,245.2","1,297.8","1,451.2","1,621.5","2,524.2","2,831.7","3,123.9","3,558.4","3,979.0","5,074.3","5,518.1","6,103.7","5,733.8","5,710.1","5,840.6","5,870.5","5,067.4","5,034.1","5,008.9","5,280.0","5,413.8","5,300.4","5,645.5","5,709.1","5,760.5","5,676.7","5,893.5","6,040.1","5,792.7","5,900.7","6,483.2","6,198.3","6,052.4","7,026.3","7,252.8","8,578.2","9,235.7","9,213.7","10,492.5","7,522.6","7,955.4","8,080.1","7,956.7","8,129.9","8,722.1","7,474.0","6,852.3","7,499.2","8,134.2","7,529.2","6,541.7","8,188.1","10,686.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,117.4,133.0,151.0,181.4,290.0,337.0,454.0,609.2,707.1,941.7,"1,086.1","1,334.0","1,426.2","1,552.2","1,651.9","1,626.0","1,249.0","1,116.2",989.3,"1,106.0","1,108.4","1,112.3","1,150.7","1,280.0","1,285.0","1,239.3","1,483.3","1,674.7","1,515.8","1,528.3","1,849.2","2,033.7","1,796.8","2,178.9","2,682.0","3,262.9","3,914.4","3,315.1","4,364.5","3,329.6","3,084.1","3,212.9","3,521.2","3,394.3","3,768.6","3,127.5","2,241.7","2,525.6","2,594.7","2,436.8","1,928.7","2,888.2","4,286.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,139.4,157.8,169.8,206.2,279.9,290.7,376.3,409.3,435.7,523.0,685.8,840.7,825.3,795.2,"1,066.6",863.6,785.7,866.7,904.1,943.4,937.5,936.4,951.8,"1,019.4","1,037.4","1,085.9","1,174.9","1,115.3","1,193.4","1,227.2","1,326.8","1,294.2","1,420.0","1,273.0","1,424.0","1,648.1","1,877.9","1,882.9","2,037.4","1,734.7","1,656.3","1,926.4","1,892.5","1,875.1","1,950.1","1,838.9","1,720.3","1,759.3","1,770.8","1,776.6","1,679.9","2,048.2","2,695.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,"1,307.3","1,429.5","1,615.9","1,886.0","3,065.2","3,105.4","3,401.9","3,702.5","3,985.4","4,816.0","5,301.4","5,938.6","5,353.7","5,056.2","5,574.8","5,291.4","4,795.6","4,911.4","4,829.3","5,117.8","5,424.3","5,234.7","5,281.7","5,140.5","5,194.4","5,247.0","5,282.2","5,372.1","4,874.2","4,418.6","5,228.7","5,653.9","5,526.0","6,102.4","6,553.9","7,547.1","8,654.3","8,808.5","10,009.8","7,652.1","8,705.3","10,107.5","9,457.1","9,820.2","10,528.1","8,492.2","7,206.4","7,919.4","8,571.0","8,393.5","6,932.2","8,662.0","12,123.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI,51.1,60.7,63.7,74.7,120.0,118.4,133.4,166.9,148.7,152.0,184.7,217.3,195.5,203.7,229.2,284.0,216.1,228.2,210.4,198.7,214.2,313.4,410.6,231.3,368.8,321.8,279.4,265.7,306.2,277.1,206.8,212.1,175.2,212.1,235.7,271.7,329.4,302.5,395.5,368.8,362.0,333.3,329.9,362.8,383.6,329.9,278.3,308.8,352.3,327.5,310.5,338.2,414.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,195.4,219.9,257.9,304.8,453.9,504.8,636.4,754.9,773.7,944.6,"1,101.6","1,399.0","1,316.5","1,423.6","1,631.2","1,633.6","1,531.9","1,654.6","1,674.5","1,733.9","1,764.3","1,761.4","1,783.7","1,841.5","1,849.0","1,914.2","1,963.9","2,110.3","1,967.2","1,971.0","2,312.1","2,272.3","2,247.6","2,455.1","2,701.9","3,295.6","3,323.4","3,183.7","3,625.7","2,761.0","3,016.5","3,261.2","3,133.1","3,302.0","3,583.1","3,135.8","2,862.2","2,979.1","3,106.2","3,013.4","2,587.6","3,086.0","3,962.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,57.8,54.9,49.7,64.0,93.2,108.2,113.8,122.7,145.6,209.5,228.1,231.4,250.7,238.0,218.0,208.7,202.8,217.5,218.7,259.5,286.7,229.8,233.3,256.7,240.7,235.5,270.5,264.2,219.7,251.6,324.1,285.1,302.5,348.8,418.1,524.9,596.9,707.0,878.8,727.2,799.1,944.5,950.1,957.3,957.4,761.3,674.5,757.0,824.9,799.7,798.4,978.0,"1,235.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,335.5,378.1,419.5,506.4,687.3,958.2,"1,201.0","1,290.7","1,390.5","1,730.0","1,895.0","2,158.0","2,135.2","2,214.8","2,603.8","2,625.9","2,516.5","2,459.2","2,555.9","2,539.5","2,539.5","2,461.9","2,849.4","2,947.4","2,902.4","2,931.4","3,081.5","2,183.7","2,325.5","2,345.2","2,566.2","2,837.6","2,657.8","2,819.1","3,094.3","3,799.0","4,166.1","4,189.6","4,891.8","3,533.9","3,898.9","4,431.9","4,243.6","3,972.9","4,185.8","3,382.5","3,083.6","3,134.8","3,127.6","3,026.2","2,622.9","3,242.2","4,279.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,"1,627.9","1,828.6","2,066.7","2,568.3","4,528.8","4,856.7","6,349.3","7,888.9","9,235.9","13,121.8","18,436.1","22,248.9","19,454.3","19,249.9","20,585.7","17,742.5","13,983.5","13,676.7","14,168.6","14,279.5","17,187.5","16,957.9","17,084.9","17,196.3","18,525.7","18,342.7","23,865.3","24,649.2","19,433.3","21,375.6","30,969.6","28,419.8","25,846.1","34,043.4","42,079.6","47,033.6","53,800.0","55,692.2","60,725.3","36,248.9","51,717.3","61,943.7","53,464.4","56,835.8","55,276.3","35,849.6","33,635.3","41,130.6","51,797.4","43,458.5","33,997.1","61,723.8","66,553.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,88.4,96.5,107.4,130.0,230.2,263.9,299.3,342.8,361.1,445.8,516.5,589.1,551.9,552.3,568.1,530.0,446.5,394.1,495.4,507.0,524.2,576.2,554.8,564.5,529.3,561.7,627.3,563.9,598.3,547.5,661.6,658.3,513.5,644.6,725.1,978.5,"1,112.4","1,067.0","1,229.4",929.5,"1,069.6","1,288.6","1,382.1","1,479.4","1,532.3","1,231.4","1,143.6","1,219.2","1,303.1","1,257.5","1,163.7","1,329.6","1,746.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,214.3,239.7,252.0,282.7,509.1,575.7,624.3,759.5,785.1,"1,014.1","1,224.2","1,319.6","1,377.8","1,402.8","1,530.0","1,560.0","1,397.4","1,437.5","1,403.3","1,528.4","1,627.0","1,539.0","1,547.7","1,566.6","1,571.4","1,662.9","1,724.6","1,797.8","1,702.8","1,770.6","1,986.3","1,985.5","1,878.2","2,135.0","2,462.0","3,334.8","3,251.1","3,333.1","3,920.1","2,715.2","3,077.9","3,369.1","3,340.4","3,268.6","3,381.5","2,929.8","2,608.5","2,778.5","2,999.4","2,948.4","2,437.6","3,125.9","3,981.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,22.8,25.8,28.5,33.2,42.5,44.0,64.5,58.8,67.5,75.4,96.7,109.9,120.5,115.6,140.6,158.4,170.6,148.2,144.8,149.3,139.0,152.2,157.0,152.5,149.8,153.6,162.0,181.2,150.0,158.9,184.5,199.7,186.7,185.6,233.6,257.6,291.4,293.7,298.1,279.3,332.9,377.4,367.9,376.3,363.3,303.7,266.7,286.2,311.4,302.4,289.9,310.9,388.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,216.1,232.1,263.2,285.4,375.2,462.0,487.7,560.5,598.3,696.5,923.8,"1,227.9","1,384.8","1,242.9","1,644.0","1,395.1","1,180.9","1,247.2","1,461.1","1,593.3","1,574.6","1,528.4","1,476.7","1,495.4","1,630.4","1,683.0","1,639.7","1,697.3","1,842.7","1,983.0","2,078.9","1,830.0","1,494.0","1,631.0","1,799.7","2,243.6","2,550.0","2,479.8","3,058.9","2,568.3","2,750.7","3,023.0","2,902.4","2,687.6","2,734.3","2,570.2","2,344.3","2,467.8","2,645.0","2,583.6","2,229.9","2,584.9","3,123.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,412.1,409.3,438.8,505.2,638.9,745.2,851.7,"1,028.4","1,110.0","1,263.2","1,397.3","1,588.3","1,668.5","1,682.9","1,719.2","1,747.1","1,655.2","1,634.6","1,682.5","1,710.9","1,686.3","1,703.9","1,736.7","1,847.5","1,867.6","1,864.0","1,996.1","2,201.4","2,109.1","2,327.9","2,882.6","3,095.3","2,762.9","3,060.5","3,480.7","4,021.1","4,199.4","4,388.0","4,594.9","3,491.3","3,846.8","4,256.1","4,060.9","4,432.8","4,840.8","3,978.0","3,634.9","3,919.0","4,149.9","3,962.4","3,406.2","4,267.2","5,278.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,277.5,294.9,335.0,363.3,609.4,747.0,839.5,896.3,875.7,"1,034.4","1,141.7","1,219.1","1,166.7","1,064.6","1,045.7",969.8,874.4,893.0,899.6,963.6,"1,014.2",925.4,897.4,909.1,942.2,943.7,939.8,934.4,979.4,885.3,999.9,989.3,"1,121.4","1,106.0","1,255.4","1,482.0","1,722.2","1,930.4","2,461.6","1,621.8","2,178.6","2,559.3","2,403.4","2,484.3","2,443.7","1,781.2","1,592.1","1,809.6","2,036.4","1,908.9","1,586.6","2,054.7","2,406.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY,57.8,57.5,68.2,77.1,118.0,149.8,187.8,241.6,284.2,372.4,479.4,582.3,579.3,445.0,501.5,535.3,466.0,452.7,444.0,480.5,513.0,513.9,573.0,607.5,623.7,548.8,578.8,590.4,560.3,525.6,643.7,755.4,690.3,738.0,858.7,"1,028.3","1,297.7","1,246.4","1,626.6","1,244.2","1,490.1","1,926.8","1,942.8","1,806.5","1,998.8","1,538.4","1,312.2","1,424.4","1,636.4","1,457.1","1,206.1","1,552.1","2,126.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,"16,705.5","18,258.6","20,294.1","23,795.4","36,852.9","41,127.4","47,904.2","56,015.9","61,732.1","77,653.2","94,316.0","108,580.5","103,502.8","102,292.6","110,343.1","106,436.3","91,870.7","91,650.3","92,876.6","96,319.9","103,350.5","101,885.7","104,228.1","105,395.8","108,319.4","107,352.7","118,807.2","119,989.7","107,989.1","112,959.7","140,963.3","141,013.2","130,535.2","151,516.8","177,117.2","208,224.7","227,840.3","236,209.0","274,021.7","188,034.1","221,657.3","251,301.7","230,283.9","236,901.5","242,647.7","186,825.2","169,759.3","190,532.9","213,584.3","197,712.2","167,346.4","231,509.8","285,241.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
