"Total energy expenditures in the commercial sector, million dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,30.2,34.0,37.9,42.1,55.7,65.0,74.7,82.9,97.4,102.7,167.4,187.1,191.1,189.1,205.5,216.1,223.9,269.3,276.3,299.0,325.1,317.0,334.9,352.5,482.9,486.8,512.4,523.5,515.6,537.8,610.8,614.3,585.5,689.4,764.6,904.7,958.4,988.7,"1,064.7",969.2,951.1,"1,028.7",972.8,984.7,"1,095.7","1,018.9",921.4,946.0,"1,083.2","1,034.0",892.9,"1,043.4","1,290.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,479.2,566.7,621.9,712.4,"1,013.5","1,087.2","1,333.9","1,374.5","1,428.7","1,722.5","2,262.4","2,540.8","2,689.8","2,686.8","2,908.9","3,001.4","3,033.6","2,902.9","3,019.0","3,343.8","3,436.6","3,579.9","3,641.9","3,786.1","3,975.1","4,066.8","4,321.6","4,305.0","3,877.6","4,060.4","4,260.2","4,432.9","4,257.5","4,947.1","5,867.2","6,443.4","6,814.2","7,775.1","8,386.4","7,552.0","7,686.9","7,528.7","6,723.1","6,875.3","7,423.2","6,738.7","6,286.9","6,396.5","6,669.7","6,464.7","5,875.8","6,591.9","7,900.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,63.1,69.4,77.5,80.3,96.4,100.0,132.2,160.2,188.7,227.2,297.6,342.9,389.0,443.6,482.7,488.6,494.9,497.2,540.6,567.9,580.2,579.0,570.4,620.8,632.7,598.5,619.2,653.9,671.9,660.4,733.5,831.8,785.5,829.3,867.5,963.7,979.7,994.5,"1,161.1",973.0,"1,023.5","1,088.2","1,081.5","1,122.5","1,198.9","1,151.2","1,069.0","1,126.7","1,139.0","1,118.3","1,054.4","1,245.0","1,450.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,44.0,49.4,57.5,64.4,80.1,107.2,118.4,134.8,167.7,149.1,152.6,181.7,179.5,225.7,294.7,311.4,296.7,294.9,322.2,340.7,361.1,381.9,391.5,430.2,496.9,492.7,523.4,511.7,567.6,603.5,642.8,813.2,924.2,913.8,"1,007.9","1,149.2","1,322.5","1,341.3","1,337.5","1,317.8","1,223.4","1,136.0","1,094.9","1,120.5","1,196.4","1,301.0","1,133.1","1,229.2","1,339.2","1,351.7","1,225.6","1,368.6","1,856.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"1,314.1","1,528.3","1,691.9","1,953.8","2,840.9","3,064.2","3,375.7","3,742.3","3,742.6","4,077.8","5,197.8","6,214.7","6,718.1","6,970.1","7,399.1","7,346.0","7,079.8","6,835.4","7,006.0","7,417.9","7,847.5","7,867.5","8,191.7","8,705.6","8,967.8","9,429.5","10,001.5","10,354.6","9,811.5","9,491.4","12,512.2","13,123.6","11,895.6","13,734.8","15,012.5","16,399.1","16,935.1","17,396.2","19,470.0","16,446.5","17,651.1","17,298.7","15,518.8","15,983.8","16,352.2","15,191.1","13,881.9","14,347.4","14,888.0","14,132.7","12,864.6","15,064.4","18,645.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,542.8,601.9,674.8,727.6,918.8,"1,025.8","1,155.3","1,353.0","1,511.1","1,652.0","2,035.0","2,402.8","2,714.0","2,970.5","3,167.3","3,055.2","3,076.5","3,109.8","3,252.9","3,416.9","3,379.7","3,571.8","3,565.1","3,778.5","3,914.2","3,986.7","4,218.2","4,417.3","4,208.2","4,303.2","4,760.5","5,203.1","4,544.8","5,001.6","5,291.9","5,904.2","6,046.1","6,392.3","6,961.0","6,405.9","6,373.3","6,375.0","5,914.0","5,840.6","6,426.2","6,339.0","6,098.2","6,132.9","6,456.6","6,123.2","5,508.9","6,217.9","7,328.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,115.7,123.0,140.8,149.1,176.9,220.2,275.0,348.9,393.5,505.4,510.2,642.5,775.0,876.4,911.5,951.7,922.4,845.7,918.8,878.2,966.9,947.1,920.4,993.0,979.8,947.0,"1,028.4","1,070.0","1,086.6","1,051.2","1,274.5","1,429.0","1,249.9","1,432.9","1,516.5","1,714.0","1,835.3","1,915.3","2,111.4","1,799.9","1,945.4","1,985.0","1,928.5","2,035.4","2,187.9","2,103.0","2,032.0","2,169.1","2,230.0","2,150.9","1,908.3","2,309.4","3,158.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,126.9,144.5,157.0,168.1,202.4,226.7,239.8,263.8,302.0,359.7,512.1,510.3,600.3,595.4,695.3,715.8,662.4,690.9,697.6,709.2,742.5,759.5,750.7,794.4,829.5,847.3,897.1,885.0,921.7,965.4,"1,054.0","1,135.6","1,303.7","1,246.4","1,312.6","1,363.0","1,532.2","1,604.8","1,675.2","1,652.5","1,569.9","1,704.3","1,659.2","1,739.7","1,762.0","1,840.0","1,838.2","1,959.4","1,967.0","1,949.6","1,861.2","2,058.1","2,270.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,507.5,593.1,659.6,718.0,906.4,"1,127.8","1,246.2","1,438.9","1,536.0","1,716.2","1,989.2","2,392.4","2,654.4","2,782.0","3,044.1","3,020.7","3,031.8","3,007.2","3,085.9","3,386.8","3,587.0","3,742.9","3,823.1","3,856.7","4,103.0","4,185.7","4,398.9","4,468.1","4,386.5","4,224.0","4,837.1","5,419.9","5,171.9","5,562.4","5,823.3","6,472.7","6,688.8","6,974.0","7,618.1","6,712.4","6,940.8","6,639.6","5,977.2","6,176.1","6,541.9","6,315.7","5,742.5","5,862.2","6,281.3","5,816.9","4,917.5","5,669.0","7,347.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI,51.2,58.6,67.4,74.5,104.5,113.9,121.8,137.5,145.2,172.1,197.9,230.4,234.2,256.4,275.9,275.7,272.6,290.9,288.7,310.5,342.9,364.1,365.4,383.1,412.3,400.3,427.7,448.7,399.4,403.6,482.3,580.6,465.3,544.4,578.6,659.3,726.0,732.3,844.4,765.3,729.1,693.9,641.1,712.0,842.2,807.6,718.6,736.1,861.2,826.5,747.0,805.5,917.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,94.9,108.8,121.6,142.3,183.7,255.7,317.7,377.2,396.8,410.2,479.8,540.8,624.2,687.4,711.4,768.1,806.8,851.8,876.4,906.1,929.6,949.9,963.4,"1,028.1","1,063.2","1,113.9","1,171.0","1,185.6","1,270.9","1,303.0","1,423.2","1,462.7","1,463.4","1,598.1","1,714.6","1,925.7","2,012.4","2,099.4","2,329.0","2,208.4","2,369.6","2,372.7","2,371.0","2,432.4","2,612.3","2,632.2","2,668.9","2,733.0","2,730.1","2,780.7","2,535.1","2,767.6","3,298.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,35.8,36.8,39.9,42.2,52.9,49.7,58.3,63.8,74.5,83.0,95.7,110.6,124.2,132.3,172.9,177.8,154.0,155.8,159.2,163.1,171.5,173.0,172.8,186.7,201.6,210.9,228.7,233.2,222.6,226.7,264.6,301.9,283.3,321.4,326.6,378.8,382.5,413.8,462.5,434.4,457.4,477.9,470.7,517.7,546.0,531.5,538.3,565.5,588.0,580.9,551.5,620.2,688.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,153.1,178.9,197.1,221.0,256.5,291.3,334.7,455.6,623.9,747.8,856.8,"1,058.9","1,276.0","1,244.4",933.3,941.0,860.7,872.2,923.4,"1,039.1","1,087.0","1,084.8",795.5,747.1,747.2,736.6,848.1,"1,945.9","2,014.3","2,034.2","2,167.8","2,312.3","2,278.0","2,429.3","2,612.7","2,875.9","3,120.8","3,190.0","3,600.0","3,398.0","3,545.1","3,680.0","3,472.2","3,959.6","4,181.1","4,217.7","4,193.0","4,225.7","4,659.2","4,577.3","4,139.8","4,633.9","5,417.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,517.4,566.0,640.8,714.5,894.1,"1,125.5","1,373.3","1,772.3","2,105.7","2,860.3","3,090.9","3,946.4","4,520.8","5,311.0","5,193.1","5,238.5","4,632.3","4,635.4","4,908.1","5,075.0","5,304.9","5,595.1","5,715.8","6,068.9","6,339.5","6,278.1","6,443.2","6,875.9","6,860.5","7,005.2","8,302.1","9,330.5","8,166.2","9,527.6","9,705.7","11,894.7","12,882.1","12,840.6","14,693.2","13,257.2","13,153.4","13,492.6","12,712.0","12,878.4","13,526.7","13,131.9","13,329.9","13,395.3","13,996.1","13,502.1","12,879.6","15,693.3","18,373.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,49.8,55.9,60.7,72.0,92.3,108.4,136.5,148.8,163.8,179.6,218.9,179.9,293.3,300.4,361.8,395.2,383.6,438.2,444.9,428.3,419.9,441.2,433.4,448.9,480.5,485.0,504.9,554.2,569.8,569.7,634.5,763.5,724.7,728.0,813.6,925.8,997.2,"1,031.9","1,085.8","1,063.5","1,082.3","1,193.6","1,238.2","1,340.1","1,364.5","1,381.6","1,394.4","1,421.6","1,431.1","1,397.1","1,330.6","1,491.2","1,740.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,229.0,258.5,287.6,331.5,447.5,560.6,618.6,764.0,835.7,964.1,"1,167.9","1,270.0","1,410.7","1,582.0","1,636.7","1,649.0","1,700.5","1,791.5","1,793.4","1,945.8","2,008.0","2,066.5","2,180.5","2,296.3","2,251.2","2,352.9","2,479.2","2,529.3","2,439.7","2,502.5","2,847.7","2,991.3","2,909.9","3,226.2","3,472.5","3,849.5","3,912.2","4,136.7","4,697.4","4,717.5","4,660.9","4,731.5","4,697.4","4,794.2","4,964.0","4,987.0","4,795.2","5,046.2","5,514.4","5,536.4","5,015.1","5,826.2","8,276.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,23.6,25.7,30.1,32.9,42.2,46.5,55.7,58.9,62.7,67.7,90.0,101.0,103.8,103.9,110.3,128.4,131.0,167.3,175.7,185.1,190.8,202.7,215.1,211.4,216.6,218.6,240.4,248.0,252.2,271.5,301.1,327.3,315.4,315.9,355.2,374.8,394.3,435.0,460.4,431.6,450.4,506.8,491.2,512.4,533.1,503.0,447.3,444.8,511.5,484.7,444.6,525.1,627.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,117.0,128.2,161.2,187.1,208.2,242.7,265.9,305.5,315.8,398.2,505.0,685.7,887.7,881.5,980.8,"1,084.4",936.1,971.5,"1,050.4","1,078.1","1,099.6","1,126.2","1,147.0","1,249.1","1,332.5","1,389.1","1,480.9","1,474.7","1,468.6","1,573.4","1,710.4","2,061.5","2,126.5","2,147.7","2,287.1","2,433.7","2,671.6","2,756.7","2,968.4","2,937.4","2,913.3","3,059.8","3,057.4","3,103.6","3,102.1","3,228.6","3,225.3","3,395.9","3,482.0","3,388.4","3,270.2","3,645.3","4,158.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,224.5,238.5,259.5,323.7,369.5,423.9,473.3,561.0,657.2,754.9,865.8,967.9,"1,097.1","1,238.4","1,423.1","1,308.4","1,137.8","1,100.0","1,166.2","1,185.3","1,203.8","1,244.1","1,251.6","1,334.9","1,337.9","1,351.3","1,459.3","1,488.9","1,456.5","1,566.1","1,783.1","1,935.8","1,937.1","2,233.1","2,270.4","2,816.2","2,945.1","3,148.5","3,569.4","3,133.6","3,164.4","3,323.8","3,182.9","3,402.7","3,682.0","3,400.2","3,331.9","3,415.2","3,512.5","3,410.3","3,148.7","3,676.5","4,332.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,62.3,71.5,82.9,89.7,112.1,138.4,154.4,179.3,194.8,220.2,253.7,335.3,361.7,392.2,390.1,406.4,399.1,395.0,418.1,437.5,446.9,460.4,466.6,490.8,500.4,526.4,535.5,524.2,532.8,560.7,586.0,605.2,594.2,647.0,685.1,761.7,791.8,801.2,863.3,908.3,921.7,960.5,951.7,940.0,934.0,965.4,982.7,979.1,"1,026.9",990.9,901.4,980.7,"1,148.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY,22.0,24.0,27.6,27.0,32.1,29.5,32.6,43.3,51.8,65.4,86.6,97.1,149.6,150.9,176.2,195.0,184.0,176.3,175.0,170.7,178.9,187.1,179.9,190.0,186.9,185.4,191.9,190.6,195.1,200.8,235.1,280.6,259.4,277.9,315.8,377.2,421.1,417.9,487.1,467.9,487.6,596.3,565.9,564.8,581.3,537.6,509.0,511.5,497.8,479.7,444.0,490.9,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,"10,677.7","12,021.3","13,463.6","15,149.4","19,578.7","22,955.5","26,446.6","30,725.4","33,562.8","38,943.7","47,074.3","55,629.0","61,502.7","65,027.8","69,588.0","70,719.3","68,633.1","69,095.6","71,965.8","75,907.0","79,602.2","82,095.7","83,004.3","87,093.4","90,007.4","92,103.6","96,411.1","100,756.1","99,489.7","99,678.8","113,420.5","125,787.8","120,161.7","130,239.6","138,688.1","155,156.7","167,625.9","174,792.6","191,543.2","174,680.8","177,662.0","180,474.3","171,694.7","178,184.2","190,719.7","185,970.4","178,884.5","184,768.5","193,164.8","189,335.0","173,851.7","198,929.4","242,917.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
